Date,Region,Commodity,Year,Month,WeekOfYear,DayOfWeek,DayOfYear,Temperature_C,Rainfall_mm,Humidity_pct,yhat_lkr
2026-10-05,Ampara,Asiatic Pennywort,2026,10,41,0,278,28.116999999999997,153.266,74.245,290.12845
2026-10-12,Ampara,Asiatic Pennywort,2026,10,42,0,285,28.329,146.89,68.124,247.00142
2026-10-19,Ampara,Asiatic Pennywort,2026,10,43,0,292,28.10104166666667,177.65104166666666,67.98645833333333,276.02747
2026-10-26,Ampara,Asiatic Pennywort,2026,10,44,0,299,28.665656565656565,182.1888888888889,66.4040404040404,282.9013
2026-11-02,Ampara,Asiatic Pennywort,2026,11,45,0,306,28.983,221.00599999999997,76.313,273.8548
2026-11-09,Ampara,Asiatic Pennywort,2026,11,46,0,313,28.605,203.769,75.652,284.70435
2026-11-16,Ampara,Asiatic Pennywort,2026,11,47,0,320,28.5,137.50300000000001,74.323,297.89157
2026-11-23,Ampara,Asiatic Pennywort,2026,11,48,0,327,27.949,170.74,64.983,237.32544
2026-11-30,Ampara,Asiatic Pennywort,2026,11,49,0,334,31.361,141.355,64.546,256.87073
2026-12-07,Ampara,Asiatic Pennywort,2026,12,50,0,341,27.115,208.484,70.95100000000001,266.1035
2026-12-14,Ampara,Asiatic Pennywort,2026,12,51,0,348,26.912,212.89700000000002,81.889,243.92943
2026-12-21,Ampara,Asiatic Pennywort,2026,12,52,0,355,27.090999999999998,198.87599999999998,75.947,264.4488
2026-12-28,Ampara,Asiatic Pennywort,2026,12,53,0,362,22.060000000000002,105.02000000000001,82.03999999999999,269.45816
2026-01-05,Ampara,Beetroot,2026,1,2,0,5,27.037,185.993,64.065,236.27449
2026-01-12,Ampara,Beetroot,2026,1,3,0,12,31.693,133.589,65.282,274.71884
2026-01-19,Ampara,Beetroot,2026,1,4,0,19,26.83020833333333,227.828125,72.75416666666666,258.56863
2026-01-26,Ampara,Beetroot,2026,1,5,0,26,26.924242424242426,205.3959595959596,81.43939393939394,190.11797
2026-02-02,Ampara,Beetroot,2026,2,6,0,33,27.221,182.017,76.204,261.77866
2026-02-09,Ampara,Beetroot,2026,2,7,0,40,27.249000000000002,105.069,72.76599999999999,313.33408
2026-02-16,Ampara,Beetroot,2026,2,8,0,47,28.939,161.154,68.609,288.4344
2026-02-23,Ampara,Beetroot,2026,2,9,0,54,29.357,187.767,68.955,360.55835
2026-03-02,Ampara,Beetroot,2026,3,10,0,61,27.912,216.172,73.837,262.6924
2026-03-09,Ampara,Beetroot,2026,3,11,0,68,27.84,177.886,77.325,229.57999
2026-03-16,Ampara,Beetroot,2026,3,12,0,75,29.116999999999997,140.30700000000002,75.327,279.26733
2026-03-23,Ampara,Beetroot,2026,3,13,0,82,28.436999999999998,111.47200000000001,70.755,257.30536
2026-03-30,Ampara,Beetroot,2026,3,14,0,89,28.957000000000004,168.356,64.565,181.27267
2026-04-06,Ampara,Beetroot,2026,4,15,0,96,28.505,147.224,65.296,306.32214
2026-04-13,Ampara,Beetroot,2026,4,16,0,103,28.765,229.479,75.57600000000001,250.95042
2026-04-20,Ampara,Beetroot,2026,4,17,0,110,28.04375,164.709375,76.97395833333333,267.40912
2026-04-27,Ampara,Beetroot,2026,4,18,0,117,28.141414141414142,150.05757575757576,73.72020202020201,259.6382
2026-05-04,Ampara,Beetroot,2026,5,19,0,124,28.416,149.14700000000002,67.967,303.00214
2026-05-11,Ampara,Beetroot,2026,5,20,0,131,28.389,175.29,68.015,272.92535
2026-05-18,Ampara,Beetroot,2026,5,21,0,138,28.447999999999997,187.808,66.635,331.58618
2026-05-25,Ampara,Beetroot,2026,5,22,0,145,28.814,218.773,77.275,301.2726
2026-06-01,Ampara,Beetroot,2026,6,23,0,152,28.71,199.886,75.93599999999999,234.25217
2026-06-08,Ampara,Beetroot,2026,6,24,0,159,28.75,135.393,73.08099999999999,218.12363
2026-06-15,Ampara,Beetroot,2026,6,25,0,166,27.383000000000003,180.77,64.561,168.8252
2026-06-22,Ampara,Beetroot,2026,6,26,0,173,31.643,135.921,64.822,234.27742
2026-06-29,Ampara,Beetroot,2026,6,27,0,180,26.979,218.77,71.98899999999999,273.55923
2026-07-06,Ampara,Beetroot,2026,7,28,0,187,26.878,206.89,81.589,226.6571
2026-07-13,Ampara,Beetroot,2026,7,29,0,194,27.156999999999996,188.622,76.117,276.49686
2026-07-20,Ampara,Beetroot,2026,7,30,0,201,27.363541666666666,101.94895833333334,73.28541666666666,299.27856
2026-07-27,Ampara,Beetroot,2026,7,31,0,208,28.7020202020202,156.96363636363637,68.6131313131313,292.29434
2026-08-03,Ampara,Beetroot,2026,8,32,0,215,29.432,193.123,68.88900000000001,328.5109
2026-08-10,Ampara,Beetroot,2026,8,33,0,222,28.198,207.59900000000002,72.89699999999999,300.20407
2026-08-17,Ampara,Beetroot,2026,8,34,0,229,27.45,179.38400000000001,77.875,232.58395
2026-08-24,Ampara,Beetroot,2026,8,35,0,236,29.169,152.155,75.515,319.03195
2026-08-31,Ampara,Beetroot,2026,8,36,0,243,28.615,105.49,71.035,316.7127
2026-09-07,Ampara,Beetroot,2026,9,37,0,250,28.635,169.07,65.051,243.07626
2026-09-14,Ampara,Beetroot,2026,9,38,0,257,28.805,140.028,64.926,218.4746
2026-09-21,Ampara,Beetroot,2026,9,39,0,264,28.680999999999997,236.69799999999998,74.22399999999999,268.5903
2026-09-28,Ampara,Beetroot,2026,9,40,0,271,28.151,160.386,77.383,308.56067
2026-10-05,Ampara,Beetroot,2026,10,41,0,278,28.116999999999997,153.266,74.245,286.9909
2026-10-12,Ampara,Beetroot,2026,10,42,0,285,28.329,146.89,68.124,293.2266
2026-10-19,Ampara,Beetroot,2026,10,43,0,292,28.10104166666667,177.65104166666666,67.98645833333333,283.2623
2026-10-26,Ampara,Beetroot,2026,10,44,0,299,28.665656565656565,182.1888888888889,66.4040404040404,319.0768
2026-11-02,Ampara,Beetroot,2026,11,45,0,306,28.983,221.00599999999997,76.313,269.28632
2026-11-09,Ampara,Beetroot,2026,11,46,0,313,28.605,203.769,75.652,292.17465
2026-11-16,Ampara,Beetroot,2026,11,47,0,320,28.5,137.50300000000001,74.323,263.14935
2026-11-23,Ampara,Beetroot,2026,11,48,0,327,27.949,170.74,64.983,181.28395
2026-11-30,Ampara,Beetroot,2026,11,49,0,334,31.361,141.355,64.546,181.70079
2026-12-07,Ampara,Beetroot,2026,12,50,0,341,27.115,208.484,70.95100000000001,240.63092
2026-12-14,Ampara,Beetroot,2026,12,51,0,348,26.912,212.89700000000002,81.889,240.78197
2026-12-21,Ampara,Beetroot,2026,12,52,0,355,27.090999999999998,198.87599999999998,75.947,234.56161
2026-12-28,Ampara,Beetroot,2026,12,53,0,362,22.060000000000002,105.02000000000001,82.03999999999999,271.8572
2026-01-05,Ampara,Bitter Melon,2026,1,2,0,5,27.037,185.993,64.065,246.39453
2026-01-12,Ampara,Bitter Melon,2026,1,3,0,12,31.693,133.589,65.282,238.94109
2026-01-19,Ampara,Bitter Melon,2026,1,4,0,19,26.83020833333333,227.828125,72.75416666666666,293.81094
2026-01-26,Ampara,Bitter Melon,2026,1,5,0,26,26.924242424242426,205.3959595959596,81.43939393939394,320.31375
2026-02-02,Ampara,Bitter Melon,2026,2,6,0,33,27.221,182.017,76.204,338.3187
2026-02-09,Ampara,Bitter Melon,2026,2,7,0,40,27.249000000000002,105.069,72.76599999999999,310.8916
2026-02-16,Ampara,Bitter Melon,2026,2,8,0,47,28.939,161.154,68.609,258.01743
2026-02-23,Ampara,Bitter Melon,2026,2,9,0,54,29.357,187.767,68.955,233.80643
2026-03-02,Ampara,Bitter Melon,2026,3,10,0,61,27.912,216.172,73.837,373.09076
2026-03-09,Ampara,Bitter Melon,2026,3,11,0,68,27.84,177.886,77.325,311.22635
2026-03-16,Ampara,Bitter Melon,2026,3,12,0,75,29.116999999999997,140.30700000000002,75.327,317.01343
2026-03-23,Ampara,Bitter Melon,2026,3,13,0,82,28.436999999999998,111.47200000000001,70.755,250.51085
2026-03-30,Ampara,Bitter Melon,2026,3,14,0,89,28.957000000000004,168.356,64.565,264.9972
2026-04-06,Ampara,Bitter Melon,2026,4,15,0,96,28.505,147.224,65.296,191.30049
2026-04-13,Ampara,Bitter Melon,2026,4,16,0,103,28.765,229.479,75.57600000000001,323.98724
2026-04-20,Ampara,Bitter Melon,2026,4,17,0,110,28.04375,164.709375,76.97395833333333,281.5045
2026-04-27,Ampara,Bitter Melon,2026,4,18,0,117,28.141414141414142,150.05757575757576,73.72020202020201,297.57443
2026-05-04,Ampara,Bitter Melon,2026,5,19,0,124,28.416,149.14700000000002,67.967,205.7101
2026-05-11,Ampara,Bitter Melon,2026,5,20,0,131,28.389,175.29,68.015,243.88747
2026-05-18,Ampara,Bitter Melon,2026,5,21,0,138,28.447999999999997,187.808,66.635,250.04683
2026-05-25,Ampara,Bitter Melon,2026,5,22,0,145,28.814,218.773,77.275,329.60114
2026-06-01,Ampara,Bitter Melon,2026,6,23,0,152,28.71,199.886,75.93599999999999,355.80316
2026-06-08,Ampara,Bitter Melon,2026,6,24,0,159,28.75,135.393,73.08099999999999,264.6031
2026-06-15,Ampara,Bitter Melon,2026,6,25,0,166,27.383000000000003,180.77,64.561,290.43924
2026-06-22,Ampara,Bitter Melon,2026,6,26,0,173,31.643,135.921,64.822,251.6918
2026-06-29,Ampara,Bitter Melon,2026,6,27,0,180,26.979,218.77,71.98899999999999,291.79538
2026-07-06,Ampara,Bitter Melon,2026,7,28,0,187,26.878,206.89,81.589,313.29562
2026-07-13,Ampara,Bitter Melon,2026,7,29,0,194,27.156999999999996,188.622,76.117,307.17868
2026-07-20,Ampara,Bitter Melon,2026,7,30,0,201,27.363541666666666,101.94895833333334,73.28541666666666,299.70737
2026-07-27,Ampara,Bitter Melon,2026,7,31,0,208,28.7020202020202,156.96363636363637,68.6131313131313,255.06949
2026-08-03,Ampara,Bitter Melon,2026,8,32,0,215,29.432,193.123,68.88900000000001,286.7697
2026-08-10,Ampara,Bitter Melon,2026,8,33,0,222,28.198,207.59900000000002,72.89699999999999,346.11343
2026-08-17,Ampara,Bitter Melon,2026,8,34,0,229,27.45,179.38400000000001,77.875,306.33548
2026-08-24,Ampara,Bitter Melon,2026,8,35,0,236,29.169,152.155,75.515,263.61124
2026-08-31,Ampara,Bitter Melon,2026,8,36,0,243,28.615,105.49,71.035,330.54703
2026-09-07,Ampara,Bitter Melon,2026,9,37,0,250,28.635,169.07,65.051,270.0726
2026-09-14,Ampara,Bitter Melon,2026,9,38,0,257,28.805,140.028,64.926,229.42612
2026-09-21,Ampara,Bitter Melon,2026,9,39,0,264,28.680999999999997,236.69799999999998,74.22399999999999,350.65195
2026-09-28,Ampara,Bitter Melon,2026,9,40,0,271,28.151,160.386,77.383,305.87317
2026-10-05,Ampara,Bitter Melon,2026,10,41,0,278,28.116999999999997,153.266,74.245,291.82346
2026-10-12,Ampara,Bitter Melon,2026,10,42,0,285,28.329,146.89,68.124,215.22993
2026-10-19,Ampara,Bitter Melon,2026,10,43,0,292,28.10104166666667,177.65104166666666,67.98645833333333,256.44162
2026-10-26,Ampara,Bitter Melon,2026,10,44,0,299,28.665656565656565,182.1888888888889,66.4040404040404,294.7935
2026-11-02,Ampara,Bitter Melon,2026,11,45,0,306,28.983,221.00599999999997,76.313,362.13165
2026-11-09,Ampara,Bitter Melon,2026,11,46,0,313,28.605,203.769,75.652,356.73965
2026-11-16,Ampara,Bitter Melon,2026,11,47,0,320,28.5,137.50300000000001,74.323,290.242
2026-11-23,Ampara,Bitter Melon,2026,11,48,0,327,27.949,170.74,64.983,262.9555
2026-11-30,Ampara,Bitter Melon,2026,11,49,0,334,31.361,141.355,64.546,224.31306
2026-12-07,Ampara,Bitter Melon,2026,12,50,0,341,27.115,208.484,70.95100000000001,310.8515
2026-12-14,Ampara,Bitter Melon,2026,12,51,0,348,26.912,212.89700000000002,81.889,316.74194
2026-12-21,Ampara,Bitter Melon,2026,12,52,0,355,27.090999999999998,198.87599999999998,75.947,336.65488
2026-12-28,Ampara,Bitter Melon,2026,12,53,0,362,22.060000000000002,105.02000000000001,82.03999999999999,242.34416
2026-01-05,Ampara,Breadfruit,2026,1,2,0,5,27.037,185.993,64.065,243.29903
2026-01-12,Ampara,Breadfruit,2026,1,3,0,12,31.693,133.589,65.282,250.02165
2026-01-19,Ampara,Breadfruit,2026,1,4,0,19,26.83020833333333,227.828125,72.75416666666666,326.11694
2026-01-26,Ampara,Breadfruit,2026,1,5,0,26,26.924242424242426,205.3959595959596,81.43939393939394,338.68182
2026-02-02,Ampara,Breadfruit,2026,2,6,0,33,27.221,182.017,76.204,214.3929
2026-02-09,Ampara,Breadfruit,2026,2,7,0,40,27.249000000000002,105.069,72.76599999999999,307.53946
2026-02-16,Ampara,Breadfruit,2026,2,8,0,47,28.939,161.154,68.609,331.04684
2026-02-23,Ampara,Breadfruit,2026,2,9,0,54,29.357,187.767,68.955,348.47974
2026-03-02,Ampara,Breadfruit,2026,3,10,0,61,27.912,216.172,73.837,236.06622
2026-03-09,Ampara,Breadfruit,2026,3,11,0,68,27.84,177.886,77.325,219.55052
2026-03-16,Ampara,Breadfruit,2026,3,12,0,75,29.116999999999997,140.30700000000002,75.327,257.99783
2026-03-23,Ampara,Breadfruit,2026,3,13,0,82,28.436999999999998,111.47200000000001,70.755,348.06854
2026-03-30,Ampara,Breadfruit,2026,3,14,0,89,28.957000000000004,168.356,64.565,300.74762
2026-04-06,Ampara,Breadfruit,2026,4,15,0,96,28.505,147.224,65.296,220.93723
2026-04-13,Ampara,Breadfruit,2026,4,16,0,103,28.765,229.479,75.57600000000001,282.4034
2026-04-20,Ampara,Breadfruit,2026,4,17,0,110,28.04375,164.709375,76.97395833333333,254.20432
2026-04-27,Ampara,Breadfruit,2026,4,18,0,117,28.141414141414142,150.05757575757576,73.72020202020201,177.44583
2026-05-04,Ampara,Breadfruit,2026,5,19,0,124,28.416,149.14700000000002,67.967,210.17712
2026-05-11,Ampara,Breadfruit,2026,5,20,0,131,28.389,175.29,68.015,257.65405
2026-05-18,Ampara,Breadfruit,2026,5,21,0,138,28.447999999999997,187.808,66.635,304.46393
2026-05-25,Ampara,Breadfruit,2026,5,22,0,145,28.814,218.773,77.275,275.63223
2026-06-01,Ampara,Breadfruit,2026,6,23,0,152,28.71,199.886,75.93599999999999,255.46654
2026-06-08,Ampara,Breadfruit,2026,6,24,0,159,28.75,135.393,73.08099999999999,356.459
2026-06-15,Ampara,Breadfruit,2026,6,25,0,166,27.383000000000003,180.77,64.561,231.05258
2026-06-22,Ampara,Breadfruit,2026,6,26,0,173,31.643,135.921,64.822,230.98903
2026-06-29,Ampara,Breadfruit,2026,6,27,0,180,26.979,218.77,71.98899999999999,319.83774
2026-07-06,Ampara,Breadfruit,2026,7,28,0,187,26.878,206.89,81.589,330.82236
2026-07-13,Ampara,Breadfruit,2026,7,29,0,194,27.156999999999996,188.622,76.117,232.51724
2026-07-20,Ampara,Breadfruit,2026,7,30,0,201,27.363541666666666,101.94895833333334,73.28541666666666,234.0022
2026-07-27,Ampara,Breadfruit,2026,7,31,0,208,28.7020202020202,156.96363636363637,68.6131313131313,327.44815
2026-08-03,Ampara,Breadfruit,2026,8,32,0,215,29.432,193.123,68.88900000000001,338.5315
2026-08-10,Ampara,Breadfruit,2026,8,33,0,222,28.198,207.59900000000002,72.89699999999999,322.5546
2026-08-17,Ampara,Breadfruit,2026,8,34,0,229,27.45,179.38400000000001,77.875,198.33159
2026-08-24,Ampara,Breadfruit,2026,8,35,0,236,29.169,152.155,75.515,239.09189
2026-08-31,Ampara,Breadfruit,2026,8,36,0,243,28.615,105.49,71.035,363.9071
2026-09-07,Ampara,Breadfruit,2026,9,37,0,250,28.635,169.07,65.051,276.75415
2026-09-14,Ampara,Breadfruit,2026,9,38,0,257,28.805,140.028,64.926,235.46262
2026-09-21,Ampara,Breadfruit,2026,9,39,0,264,28.680999999999997,236.69799999999998,74.22399999999999,279.7289
2026-09-28,Ampara,Breadfruit,2026,9,40,0,271,28.151,160.386,77.383,243.13654
2026-10-05,Ampara,Breadfruit,2026,10,41,0,278,28.116999999999997,153.266,74.245,255.57733
2026-10-12,Ampara,Breadfruit,2026,10,42,0,285,28.329,146.89,68.124,288.02933
2026-10-19,Ampara,Breadfruit,2026,10,43,0,292,28.10104166666667,177.65104166666666,67.98645833333333,259.5609
2026-10-26,Ampara,Breadfruit,2026,10,44,0,299,28.665656565656565,182.1888888888889,66.4040404040404,295.72546
2026-11-02,Ampara,Breadfruit,2026,11,45,0,306,28.983,221.00599999999997,76.313,259.13406
2026-11-09,Ampara,Breadfruit,2026,11,46,0,313,28.605,203.769,75.652,260.5943
2026-11-16,Ampara,Breadfruit,2026,11,47,0,320,28.5,137.50300000000001,74.323,266.21466
2026-11-23,Ampara,Breadfruit,2026,11,48,0,327,27.949,170.74,64.983,281.99152
2026-11-30,Ampara,Breadfruit,2026,11,49,0,334,31.361,141.355,64.546,178.2029
2026-12-07,Ampara,Breadfruit,2026,12,50,0,341,27.115,208.484,70.95100000000001,266.89838
2026-12-14,Ampara,Breadfruit,2026,12,51,0,348,26.912,212.89700000000002,81.889,317.56198
2026-12-21,Ampara,Breadfruit,2026,12,52,0,355,27.090999999999998,198.87599999999998,75.947,219.0964
2026-12-28,Ampara,Breadfruit,2026,12,53,0,362,22.060000000000002,105.02000000000001,82.03999999999999,321.91318
2026-01-05,Ampara,Brinjal,2026,1,2,0,5,27.037,185.993,64.065,379.8691
2026-01-12,Ampara,Brinjal,2026,1,3,0,12,31.693,133.589,65.282,274.86346
2026-01-19,Ampara,Brinjal,2026,1,4,0,19,26.83020833333333,227.828125,72.75416666666666,300.29974
2026-01-26,Ampara,Brinjal,2026,1,5,0,26,26.924242424242426,205.3959595959596,81.43939393939394,235.10811
2026-02-02,Ampara,Brinjal,2026,2,6,0,33,27.221,182.017,76.204,381.46964
2026-02-09,Ampara,Brinjal,2026,2,7,0,40,27.249000000000002,105.069,72.76599999999999,286.5732
2026-02-16,Ampara,Brinjal,2026,2,8,0,47,28.939,161.154,68.609,231.19379
2026-02-23,Ampara,Brinjal,2026,2,9,0,54,29.357,187.767,68.955,369.61072
2026-03-02,Ampara,Brinjal,2026,3,10,0,61,27.912,216.172,73.837,242.17827
2026-03-09,Ampara,Brinjal,2026,3,11,0,68,27.84,177.886,77.325,312.89682
2026-03-16,Ampara,Brinjal,2026,3,12,0,75,29.116999999999997,140.30700000000002,75.327,291.10333
2026-03-23,Ampara,Brinjal,2026,3,13,0,82,28.436999999999998,111.47200000000001,70.755,269.02396
2026-03-30,Ampara,Brinjal,2026,3,14,0,89,28.957000000000004,168.356,64.565,237.8131
2026-04-06,Ampara,Brinjal,2026,4,15,0,96,28.505,147.224,65.296,355.70517
2026-04-13,Ampara,Brinjal,2026,4,16,0,103,28.765,229.479,75.57600000000001,246.93265
2026-04-20,Ampara,Brinjal,2026,4,17,0,110,28.04375,164.709375,76.97395833333333,284.88498
2026-04-27,Ampara,Brinjal,2026,4,18,0,117,28.141414141414142,150.05757575757576,73.72020202020201,363.5101
2026-05-04,Ampara,Brinjal,2026,5,19,0,124,28.416,149.14700000000002,67.967,341.14417
2026-05-11,Ampara,Brinjal,2026,5,20,0,131,28.389,175.29,68.015,295.5672
2026-05-18,Ampara,Brinjal,2026,5,21,0,138,28.447999999999997,187.808,66.635,361.99554
2026-05-25,Ampara,Brinjal,2026,5,22,0,145,28.814,218.773,77.275,214.68185
2026-06-01,Ampara,Brinjal,2026,6,23,0,152,28.71,199.886,75.93599999999999,256.77618
2026-06-08,Ampara,Brinjal,2026,6,24,0,159,28.75,135.393,73.08099999999999,260.71936
2026-06-15,Ampara,Brinjal,2026,6,25,0,166,27.383000000000003,180.77,64.561,326.4228
2026-06-22,Ampara,Brinjal,2026,6,26,0,173,31.643,135.921,64.822,307.1698
2026-06-29,Ampara,Brinjal,2026,6,27,0,180,26.979,218.77,71.98899999999999,325.83673
2026-07-06,Ampara,Brinjal,2026,7,28,0,187,26.878,206.89,81.589,229.10863
2026-07-13,Ampara,Brinjal,2026,7,29,0,194,27.156999999999996,188.622,76.117,370.14142
2026-07-20,Ampara,Brinjal,2026,7,30,0,201,27.363541666666666,101.94895833333334,73.28541666666666,300.298
2026-07-27,Ampara,Brinjal,2026,7,31,0,208,28.7020202020202,156.96363636363637,68.6131313131313,239.61644
2026-08-03,Ampara,Brinjal,2026,8,32,0,215,29.432,193.123,68.88900000000001,291.14246
2026-08-10,Ampara,Brinjal,2026,8,33,0,222,28.198,207.59900000000002,72.89699999999999,243.0417
2026-08-17,Ampara,Brinjal,2026,8,34,0,229,27.45,179.38400000000001,77.875,342.10495
2026-08-24,Ampara,Brinjal,2026,8,35,0,236,29.169,152.155,75.515,345.5009
2026-08-31,Ampara,Brinjal,2026,8,36,0,243,28.615,105.49,71.035,267.01834
2026-09-07,Ampara,Brinjal,2026,9,37,0,250,28.635,169.07,65.051,249.26282
2026-09-14,Ampara,Brinjal,2026,9,38,0,257,28.805,140.028,64.926,257.07898
2026-09-21,Ampara,Brinjal,2026,9,39,0,264,28.680999999999997,236.69799999999998,74.22399999999999,285.2188
2026-09-28,Ampara,Brinjal,2026,9,40,0,271,28.151,160.386,77.383,281.2384
2026-10-05,Ampara,Brinjal,2026,10,41,0,278,28.116999999999997,153.266,74.245,298.51474
2026-10-12,Ampara,Brinjal,2026,10,42,0,285,28.329,146.89,68.124,358.39374
2026-10-19,Ampara,Brinjal,2026,10,43,0,292,28.10104166666667,177.65104166666666,67.98645833333333,354.03415
2026-10-26,Ampara,Brinjal,2026,10,44,0,299,28.665656565656565,182.1888888888889,66.4040404040404,358.80368
2026-11-02,Ampara,Brinjal,2026,11,45,0,306,28.983,221.00599999999997,76.313,214.7503
2026-11-09,Ampara,Brinjal,2026,11,46,0,313,28.605,203.769,75.652,247.67094
2026-11-16,Ampara,Brinjal,2026,11,47,0,320,28.5,137.50300000000001,74.323,297.41672
2026-11-23,Ampara,Brinjal,2026,11,48,0,327,27.949,170.74,64.983,231.67627
2026-11-30,Ampara,Brinjal,2026,11,49,0,334,31.361,141.355,64.546,275.01205
2026-12-07,Ampara,Brinjal,2026,12,50,0,341,27.115,208.484,70.95100000000001,290.0249
2026-12-14,Ampara,Brinjal,2026,12,51,0,348,26.912,212.89700000000002,81.889,256.07224
2026-12-21,Ampara,Brinjal,2026,12,52,0,355,27.090999999999998,198.87599999999998,75.947,264.9457
2026-12-28,Ampara,Brinjal,2026,12,53,0,362,22.060000000000002,105.02000000000001,82.03999999999999,223.6923
2026-01-05,Ampara,Cabbage,2026,1,2,0,5,27.037,185.993,64.065,221.50601
2026-01-12,Ampara,Cabbage,2026,1,3,0,12,31.693,133.589,65.282,296.49573
2026-01-19,Ampara,Cabbage,2026,1,4,0,19,26.83020833333333,227.828125,72.75416666666666,226.98781
2026-01-26,Ampara,Cabbage,2026,1,5,0,26,26.924242424242426,205.3959595959596,81.43939393939394,238.17381
2026-02-02,Ampara,Cabbage,2026,2,6,0,33,27.221,182.017,76.204,267.7023
2026-02-09,Ampara,Cabbage,2026,2,7,0,40,27.249000000000002,105.069,72.76599999999999,247.12129
2026-02-16,Ampara,Cabbage,2026,2,8,0,47,28.939,161.154,68.609,299.4713
2026-02-23,Ampara,Cabbage,2026,2,9,0,54,29.357,187.767,68.955,254.47415
